#cell_line_id	d_cid	log10_conc	ic50
ACH-000357	51371303	-6.908485	1.002
ACH-000311	51371303	-5.0	0.669
ACH-000800	51371303	-6.908485	0.9
ACH-000596	51371303	-5.477121	0.868
ACH-000956	51371303	-7.862728	1.025
ACH-000409	51371303	-5.954243	0.989
ACH-000447	51371303	-6.908485	1.0725
ACH-000889	51371303	-8.339849	0.943
ACH-000615	51371303	-7.862728	0.983
ACH-000423	51371303	-5.954243	0.986
ACH-000986	51371303	-6.431364	0.958
ACH-000945	51371303	-5.954243	0.9105000000000001
ACH-001374	51371303	-5.477121	0.81
ACH-000900	51371303	-5.0	0.626
ACH-001374	51371303	-5.0	0.712
ACH-000599	51371303	-7.385606	0.97
ACH-000950	51371303	-7.385606	1.005
ACH-000028	51371303	-5.0	0.346
ACH-000869	51371303	-5.477121	0.7224999999999999
ACH-001374	51371303	-6.431364	0.926
ACH-000971	51371303	-8.81697	1.003
ACH-000638	51371303	-8.339849	0.956
ACH-000666	51371303	-6.431364	0.869
ACH-000056	51371303	-6.908485	1.025
ACH-000330	51371303	-5.0	0.671
ACH-000666	51371303	-5.477121	0.81
ACH-001075	51371303	-7.385606	0.975
ACH-000599	51371303	-5.954243	0.994
ACH-000664	51371303	-6.431364	0.908
ACH-000068	51371303	-5.477121	0.808
ACH-000668	51371303	-7.385606	0.989
ACH-000927	51371303	-6.431364	0.986
ACH-000409	51371303	-5.0	0.696
ACH-000663	51371303	-7.385606	1.009
ACH-000838	51371303	-6.431364	0.665
ACH-000528	51371303	-8.339849	1.02
ACH-000147	51371303	-5.477121	0.639
ACH-000781	51371303	-6.908485	1.0375
ACH-000551	51371303	-6.908485	0.986
ACH-000265	51371303	-6.431364	0.999
ACH-000805	51371303	-5.0	1.065
ACH-000162	51371303	-6.431364	1.019
ACH-000810	51371303	-6.431364	1.001
ACH-000056	51371303	-8.339849	0.998
ACH-000573	51371303	-5.0	0.773
ACH-000860	51371303	-6.908485	1.039
ACH-000704	51371303	-7.862728	0.919
ACH-000258	51371303	-8.81697	1.165
ACH-000665	51371303	-8.81697	1.021
ACH-000969	51371303	-7.385606	1.017
ACH-000164	51371303	-7.385606	0.963
ACH-001239	51371303	-5.0	1.019
ACH-000164	51371303	-5.954243	1.011
ACH-000091	51371303	-5.477121	0.947
ACH-000889	51371303	-6.431364	0.759
ACH-000218	51371303	-5.0	0.614
ACH-000162	51371303	-7.385606	0.972
ACH-000667	51371303	-6.431364	0.957
ACH-000826	51371303	-7.385606	0.999
ACH-000150	51371303	-5.0	0.6475
ACH-000004	51371303	-5.477121	0.56
ACH-000218	51371303	-5.477121	0.765
ACH-000528	51371303	-5.954243	0.9425
ACH-000332	51371303	-5.477121	0.816
ACH-000148	51371303	-8.339849	0.978
ACH-000657	51371303	-6.908485	1.049
ACH-000624	51371303	-5.954243	1.032
ACH-000892	51371303	-7.385606	1.065
ACH-001820	51371303	-5.0	0.607
ACH-000759	51371303	-6.908485	0.943
ACH-000665	51371303	-7.862728	1.041
ACH-000277	51371303	-8.81697	1.115
ACH-000894	51371303	-5.954243	0.8785000000000001
ACH-000651	51371303	-8.339849	0.998
ACH-000138	51371303	-6.431364	0.986
ACH-000212	51371303	-7.862728	1.029
ACH-000783	51371303	-5.0	0.439
ACH-000582	51371303	-7.385606	0.97
ACH-000028	51371303	-7.385606	0.898
ACH-000563	51371303	-5.0	0.814
ACH-000406	51371303	-5.477121	0.791
ACH-000860	51371303	-5.954243	0.9695
ACH-000971	51371303	-5.954243	0.979
ACH-000416	51371303	-7.862728	1.026
ACH-001239	51371303	-5.477121	0.985
ACH-000580	51371303	-5.477121	0.968
ACH-000943	51371303	-5.477121	0.913
ACH-000889	51371303	-7.862728	1.061
ACH-000270	51371303	-6.431364	0.963
ACH-000929	51371303	-6.431364	0.981
ACH-001274	51371303	-7.862728	0.9975
ACH-000733	51371303	-5.477121	1.028
ACH-000927	51371303	-5.477121	0.6234999999999999
ACH-000659	51371303	-5.0	0.641
ACH-000950	51371303	-5.0	0.882
ACH-000481	51371303	-5.477121	0.669
ACH-000551	51371303	-5.0	0.663
ACH-000787	51371303	-7.385606	0.906
ACH-000065	51371303	-5.0	0.719
ACH-000969	51371303	-8.81697	1.044
ACH-000573	51371303	-5.477121	0.882
ACH-000650	51371303	-8.81697	1.035
ACH-000704	51371303	-8.339849	0.915
ACH-000926	51371303	-6.431364	0.944
ACH-000757	51371303	-5.477121	0.4625
ACH-000652	51371303	-5.0	0.832
ACH-000650	51371303	-6.431364	1.062
ACH-000311	51371303	-5.477121	0.873
ACH-000541	51371303	-7.862728	1.125
ACH-000652	51371303	-6.908485	0.985
ACH-001328	51371303	-5.477121	0.903
ACH-000365	51371303	-7.385606	0.985
ACH-000888	51371303	-8.81697	0.9964999999999999
ACH-000587	51371303	-5.0	0.794
ACH-000334	51371303	-6.431364	0.969
ACH-000004	51371303	-7.385606	0.788
ACH-000218	51371303	-6.908485	1.015
ACH-000749	51371303	-5.477121	0.872
ACH-000023	51371303	-6.431364	0.953
ACH-001274	51371303	-7.385606	0.974
ACH-000296	51371303	-6.908485	0.919
ACH-000711	51371303	-5.477121	0.929
ACH-000017	51371303	-8.81697	1.076
ACH-000747	51371303	-5.477121	0.6615
ACH-000852	51371303	-8.81697	0.85
ACH-000786	51371303	-6.431364	0.733
ACH-000017	51371303	-6.908485	1.043
ACH-000292	51371303	-7.385606	1.071
ACH-000178	51371303	-5.954243	1.056
ACH-000926	51371303	-8.339849	0.926
ACH-000957	51371303	-8.81697	1.015
ACH-000530	51371303	-5.477121	0.64
ACH-000665	51371303	-7.385606	0.934
ACH-000288	51371303	-7.862728	0.985
ACH-000150	51371303	-8.81697	1.084
ACH-000811	51371303	-8.81697	0.999
ACH-000450	51371303	-7.862728	1.022
ACH-000853	51371303	-6.431364	0.9115
ACH-000470	51371303	-5.954243	0.926
ACH-000470	51371303	-8.339849	0.955
ACH-000853	51371303	-5.477121	0.7404999999999999
ACH-000578	51371303	-8.81697	1.031
ACH-000447	51371303	-8.81697	1.026
ACH-000148	51371303	-7.385606	0.941
ACH-000825	51371303	-8.81697	1.074
ACH-000463	51371303	-6.908485	1.004
ACH-000971	51371303	-6.908485	1.009
ACH-000530	51371303	-5.954243	0.856
ACH-000510	51371303	-5.477121	0.9355
ACH-000849	51371303	-5.477121	0.716
ACH-000775	51371303	-6.908485	1.063
ACH-000091	51371303	-7.385606	0.989
ACH-002004	51371303	-7.862728	1.05
ACH-000024	51371303	-5.0	0.744
ACH-000857	51371303	-7.862728	1.066
ACH-000212	51371303	-5.954243	1.025
ACH-000481	51371303	-6.908485	1.034
ACH-000450	51371303	-6.431364	0.995
ACH-000367	51371303	-8.81697	0.966
ACH-000423	51371303	-5.0	0.862
ACH-000552	51371303	-5.954243	0.997
ACH-000222	51371303	-5.0	0.955
ACH-001151	51371303	-6.908485	1.003
ACH-000810	51371303	-6.908485	0.998
ACH-000012	51371303	-6.908485	0.9395
ACH-000117	51371303	-7.862728	1.028
ACH-000367	51371303	-5.477121	0.609
ACH-000943	51371303	-8.339849	0.99
ACH-000775	51371303	-5.954243	1.024
ACH-000367	51371303	-8.339849	0.9385
ACH-000783	51371303	-6.908485	0.999
ACH-000650	51371303	-7.385606	1.048
ACH-000369	51371303	-8.339849	1.051
ACH-000511	51371303	-8.339849	0.9784999999999999
ACH-000929	51371303	-8.81697	1.085
ACH-000164	51371303	-8.81697	1.018
ACH-000304	51371303	-5.477121	0.925
ACH-000090	51371303	-5.0	0.869
ACH-000511	51371303	-5.0	0.9485
ACH-000944	51371303	-8.81697	1.068
ACH-000980	51371303	-7.862728	1.009
ACH-000450	51371303	-5.477121	0.976
ACH-000332	51371303	-8.339849	0.918
ACH-000023	51371303	-5.954243	0.932
ACH-000987	51371303	-5.477121	0.984
ACH-000858	51371303	-5.954243	0.9935
ACH-001820	51371303	-8.339849	1.085
ACH-000810	51371303	-5.477121	0.952
ACH-000291	51371303	-5.0	0.278
ACH-000852	51371303	-5.954243	0.822
ACH-000015	51371303	-5.477121	0.6655
ACH-000969	51371303	-8.339849	1.036
ACH-000583	51371303	-8.81697	1.212
ACH-000243	51371303	-8.81697	1.047
ACH-000902	51371303	-8.81697	0.955
ACH-000945	51371303	-7.862728	0.9725
ACH-000222	51371303	-6.431364	1.112
ACH-000615	51371303	-5.477121	0.899
ACH-000423	51371303	-5.477121	0.988
ACH-000481	51371303	-8.339849	1.033
ACH-000664	51371303	-7.862728	1.059
ACH-000958	51371303	-5.0	0.844
ACH-001374	51371303	-8.339849	0.935
ACH-000621	51371303	-5.954243	0.963
ACH-000904	51371303	-5.0	0.726
ACH-000638	51371303	-5.0	0.9235
ACH-000028	51371303	-5.477121	0.609
ACH-000861	51371303	-8.339849	0.965
ACH-000861	51371303	-7.862728	0.9445
ACH-000392	51371303	-8.339849	0.9704999999999999
ACH-000357	51371303	-7.862728	1.03
ACH-000357	51371303	-5.0	0.597
ACH-000541	51371303	-5.477121	0.493
ACH-000733	51371303	-5.954243	1.05
ACH-000307	51371303	-5.0	0.76
ACH-000881	51371303	-5.954243	1.006
ACH-000447	51371303	-5.477121	0.768
ACH-000986	51371303	-8.81697	1.047
ACH-000264	51371303	-6.908485	0.996
ACH-000409	51371303	-8.81697	1.161
ACH-000528	51371303	-6.431364	0.9704999999999999
ACH-000796	51371303	-5.0	0.493
ACH-000307	51371303	-6.908485	1.021
ACH-000875	51371303	-5.0	0.798
ACH-000186	51371303	-5.477121	0.438
ACH-000926	51371303	-6.908485	1.065
ACH-001239	51371303	-5.954243	1.046
ACH-000860	51371303	-5.477121	0.766
ACH-000580	51371303	-8.339849	0.96
ACH-000108	51371303	-6.431364	0.955
ACH-000090	51371303	-5.477121	0.878
ACH-000906	51371303	-8.339849	0.978
ACH-000785	51371303	-6.908485	1.019
ACH-000706	51371303	-5.954243	0.9319999999999999
ACH-000759	51371303	-7.862728	1.024
ACH-000840	51371303	-6.908485	0.967
ACH-000066	51371303	-5.477121	0.865
ACH-000696	51371303	-5.954243	0.951
ACH-000696	51371303	-7.862728	1.003
ACH-000759	51371303	-7.385606	1.028
ACH-000357	51371303	-7.385606	0.99
ACH-000023	51371303	-7.862728	1.007
ACH-000354	51371303	-8.339849	1.008
ACH-000731	51371303	-7.862728	1.03
ACH-000247	51371303	-6.431364	0.967
ACH-000248	51371303	-8.339849	0.997
ACH-000914	51371303	-6.908485	1.086
ACH-000573	51371303	-7.385606	0.998
ACH-000627	51371303	-8.81697	0.9934999999999999
ACH-000167	51371303	-6.431364	0.971
ACH-000979	51371303	-6.431364	0.97
ACH-000956	51371303	-8.81697	1.024
ACH-001061	51371303	-5.0	0.826
ACH-000889	51371303	-5.0	0.34
ACH-002040	51371303	-8.339849	0.981
ACH-000615	51371303	-8.81697	1.004
ACH-000277	51371303	-7.385606	0.918
ACH-000468	51371303	-7.385606	0.787
ACH-000014	51371303	-7.385606	1.011
ACH-000506	51371303	-5.0	0.382
ACH-000352	51371303	-6.908485	0.994
ACH-000468	51371303	-5.477121	0.825
ACH-000073	51371303	-8.339849	0.983
ACH-000885	51371303	-5.954243	1.035
ACH-000825	51371303	-6.431364	1.014
ACH-000664	51371303	-7.385606	0.962
ACH-000482	51371303	-8.81697	0.866
ACH-000576	51371303	-7.385606	0.955
ACH-000028	51371303	-5.954243	0.803
ACH-000783	51371303	-8.81697	0.968
ACH-000599	51371303	-8.339849	0.962
ACH-000528	51371303	-5.477121	0.7555000000000001
ACH-000895	51371303	-8.81697	1.053
ACH-000271	51371303	-5.477121	0.987
ACH-000950	51371303	-5.954243	1.091
ACH-000552	51371303	-5.477121	0.907
ACH-000957	51371303	-5.477121	0.92
ACH-000521	51371303	-8.81697	0.984
ACH-000796	51371303	-7.862728	1.083
ACH-000536	51371303	-8.339849	0.966
ACH-000861	51371303	-5.0	0.8355
ACH-000204	51371303	-7.385606	1.032
ACH-000354	51371303	-6.908485	1.192
ACH-000987	51371303	-8.339849	0.985
ACH-000528	51371303	-6.908485	0.965
ACH-000997	51371303	-8.339849	1.004
ACH-000066	51371303	-7.385606	0.9744999999999999
ACH-000017	51371303	-7.385606	1.124
ACH-000776	51371303	-8.81697	1.004
ACH-000278	51371303	-6.908485	1.057
ACH-000969	51371303	-6.908485	1.043
ACH-000334	51371303	-7.862728	1.041
ACH-000979	51371303	-8.339849	0.995
ACH-000155	51371303	-7.385606	0.917
ACH-000935	51371303	-6.908485	1.003
ACH-000867	51371303	-5.954243	0.921
ACH-000496	51371303	-6.431364	1.009
ACH-000997	51371303	-8.81697	1.094
ACH-000601	51371303	-7.862728	1.018
ACH-000576	51371303	-5.477121	0.604
ACH-000138	51371303	-5.954243	1.022
ACH-000332	51371303	-5.0	0.777
ACH-000218	51371303	-8.81697	1.081
ACH-000853	51371303	-6.908485	1.068
ACH-000367	51371303	-5.0	0.485
ACH-000749	51371303	-5.954243	0.9
ACH-000521	51371303	-8.339849	0.9944999999999999
ACH-000711	51371303	-8.81697	1.013
ACH-000665	51371303	-6.908485	1.033
ACH-000657	51371303	-6.431364	0.993
ACH-000247	51371303	-5.0	0.901
ACH-001061	51371303	-5.954243	0.968
ACH-000056	51371303	-5.477121	0.655
ACH-000788	51371303	-7.385606	0.992
ACH-000977	51371303	-8.81697	1.078
ACH-000288	51371303	-7.385606	1.011
ACH-000601	51371303	-5.0	0.811
ACH-000706	51371303	-8.81697	0.97
ACH-000621	51371303	-5.0	0.77
ACH-000447	51371303	-5.954243	0.911
ACH-000162	51371303	-7.862728	1.001
ACH-000265	51371303	-8.81697	1.02
ACH-000073	51371303	-7.862728	1.155
ACH-000530	51371303	-6.908485	1.049
ACH-000463	51371303	-7.862728	1.005
ACH-000849	51371303	-5.954243	0.892
ACH-000463	51371303	-5.477121	0.831
ACH-000186	51371303	-8.81697	0.887
ACH-000589	51371303	-6.431364	0.896
ACH-000028	51371303	-8.339849	0.97
ACH-000414	51371303	-8.339849	0.974
ACH-000448	51371303	-8.81697	1.139
ACH-000035	51371303	-6.908485	1.002
ACH-000747	51371303	-5.0	0.28500000000000003
ACH-000768	51371303	-5.0	0.721
ACH-000454	51371303	-5.954243	0.9264999999999999
ACH-000090	51371303	-8.81697	1.075
ACH-000874	51371303	-7.385606	0.93
ACH-000826	51371303	-6.908485	1.0205
ACH-000222	51371303	-8.339849	1.221
ACH-000986	51371303	-6.908485	1.063
ACH-000800	51371303	-7.862728	0.95
ACH-000505	51371303	-6.431364	0.931
ACH-000186	51371303	-6.908485	1.067
ACH-000307	51371303	-7.385606	0.947
ACH-000987	51371303	-6.431364	1.009
ACH-000945	51371303	-7.385606	0.913
ACH-000668	51371303	-6.908485	0.963
ACH-000580	51371303	-5.0	0.942
ACH-000783	51371303	-7.862728	1.008
ACH-000271	51371303	-6.908485	1.037
ACH-000178	51371303	-7.385606	0.928
ACH-000367	51371303	-7.862728	1.009
ACH-000367	51371303	-7.385606	0.954
ACH-000957	51371303	-5.954243	1.027
ACH-000454	51371303	-6.908485	1.0114999999999998
ACH-000114	51371303	-5.0	0.952
ACH-000114	51371303	-5.477121	0.965
ACH-000320	51371303	-7.385606	0.972
ACH-000785	51371303	-5.954243	0.931
ACH-000572	51371303	-5.0	0.798
ACH-000749	51371303	-7.385606	1.097
ACH-000023	51371303	-5.0	0.54
ACH-000117	51371303	-8.339849	0.951
ACH-000264	51371303	-5.477121	0.9105000000000001
ACH-000502	51371303	-6.908485	0.981
ACH-000222	51371303	-7.385606	1.165
ACH-000657	51371303	-5.0	0.869
ACH-000565	51371303	-8.81697	1.027
ACH-000448	51371303	-6.908485	1.137
ACH-000680	51371303	-7.385606	1.054
ACH-000627	51371303	-6.908485	1.0219999999999998
ACH-000066	51371303	-5.0	0.917
ACH-000023	51371303	-7.385606	0.989
ACH-000711	51371303	-8.339849	0.982
ACH-000291	51371303	-6.908485	0.995
ACH-000785	51371303	-8.81697	0.964
ACH-000910	51371303	-5.954243	0.905
ACH-000957	51371303	-7.862728	1.028
ACH-000681	51371303	-5.0	0.756
ACH-000722	51371303	-6.908485	1.025
ACH-001061	51371303	-7.862728	1.055
ACH-000186	51371303	-7.385606	0.882
ACH-000945	51371303	-6.431364	0.888
ACH-000535	51371303	-5.0	0.624
ACH-000664	51371303	-5.954243	1.03
ACH-000582	51371303	-5.954243	0.977
ACH-001374	51371303	-5.954243	0.926
ACH-000378	51371303	-6.908485	0.993
ACH-001374	51371303	-7.385606	0.939
ACH-000731	51371303	-7.385606	0.9610000000000001
ACH-000785	51371303	-7.385606	0.99
ACH-000406	51371303	-7.385606	0.985
ACH-000861	51371303	-5.477121	0.909
ACH-000800	51371303	-8.81697	0.97
ACH-000651	51371303	-7.862728	1.033
ACH-001819	51371303	-5.477121	0.895
ACH-000997	51371303	-5.0	0.834
ACH-000062	51371303	-5.0	0.5529999999999999
ACH-000416	51371303	-5.477121	0.855
ACH-000666	51371303	-7.862728	1.032
ACH-000886	51371303	-6.908485	0.97
ACH-000423	51371303	-8.339849	0.926
ACH-000552	51371303	-6.908485	1.056
ACH-000365	51371303	-5.954243	0.976
ACH-000406	51371303	-8.81697	1.048
ACH-000924	51371303	-8.339849	0.902
ACH-000881	51371303	-6.431364	0.962
ACH-000414	51371303	-7.862728	1.0285
ACH-000505	51371303	-8.81697	1.011
ACH-000307	51371303	-6.431364	0.934
ACH-000350	51371303	-6.431364	0.98
ACH-000350	51371303	-8.339849	0.95
ACH-000307	51371303	-8.339849	0.961
ACH-000866	51371303	-5.477121	0.884
ACH-000796	51371303	-5.477121	0.782
ACH-000776	51371303	-5.477121	0.904
ACH-000719	51371303	-6.908485	1.029
ACH-000845	51371303	-7.385606	0.905
ACH-000587	51371303	-7.385606	0.9635
ACH-000212	51371303	-7.385606	1.019
ACH-000327	51371303	-5.0	0.408
ACH-000482	51371303	-5.477121	0.67
ACH-000164	51371303	-7.862728	1.014
ACH-000434	51371303	-8.81697	0.846
ACH-000924	51371303	-7.385606	0.973
ACH-000496	51371303	-7.862728	0.986
ACH-000811	51371303	-8.339849	0.936
ACH-000878	51371303	-5.954243	0.9804999999999999
ACH-000867	51371303	-6.431364	0.968
ACH-000048	51371303	-6.431364	0.924
ACH-000138	51371303	-5.477121	0.96
ACH-000296	51371303	-5.954243	0.804
ACH-000343	51371303	-6.431364	0.8965000000000001
ACH-000893	51371303	-8.81697	1.0995
ACH-000696	51371303	-5.477121	0.873
ACH-000107	51371303	-6.431364	0.978
ACH-000332	51371303	-7.385606	0.932
ACH-000012	51371303	-5.0	0.754
ACH-000023	51371303	-8.339849	0.98
ACH-000680	51371303	-7.862728	1.06
ACH-000902	51371303	-8.339849	0.951
ACH-000565	51371303	-7.385606	0.96
ACH-000945	51371303	-8.81697	1.0235
ACH-000722	51371303	-7.862728	1.026
ACH-000117	51371303	-6.431364	0.79
ACH-000271	51371303	-5.0	0.931
ACH-000969	51371303	-6.431364	1.02
ACH-000916	51371303	-6.431364	0.9105
ACH-000014	51371303	-5.477121	0.935
ACH-000506	51371303	-8.81697	1.028
ACH-000998	51371303	-5.954243	1.029
ACH-000800	51371303	-7.385606	0.944
ACH-000362	51371303	-7.385606	0.958
ACH-000014	51371303	-6.908485	1.005
ACH-000277	51371303	-6.908485	0.981
ACH-000615	51371303	-5.0	0.741
ACH-000749	51371303	-5.0	0.515
ACH-000090	51371303	-6.908485	1.004
ACH-000648	51371303	-6.431364	1.036
ACH-000482	51371303	-5.954243	0.809
ACH-000885	51371303	-6.908485	1.048
ACH-000264	51371303	-7.385606	0.969
ACH-000138	51371303	-8.339849	1.065
ACH-000204	51371303	-5.0	0.257
ACH-000654	51371303	-8.339849	0.905
ACH-000563	51371303	-7.862728	1.022
ACH-001680	51371303	-8.81697	1.089
ACH-000663	51371303	-5.477121	0.882
ACH-000448	51371303	-5.477121	0.858
ACH-000541	51371303	-6.908485	1.086
ACH-000155	51371303	-6.908485	1.024
ACH-000167	51371303	-8.81697	0.997
ACH-000580	51371303	-6.431364	0.969
ACH-000348	51371303	-6.431364	0.893
ACH-000348	51371303	-7.385606	0.999
ACH-000348	51371303	-7.862728	1.107
ACH-000596	51371303	-7.862728	1.1364999999999998
ACH-000535	51371303	-7.862728	1.058
ACH-000849	51371303	-8.339849	0.966
ACH-000365	51371303	-7.862728	1.046
ACH-000838	51371303	-5.0	0.573
ACH-000278	51371303	-6.431364	1.026
ACH-000204	51371303	-5.477121	0.572
ACH-000796	51371303	-6.431364	0.933
ACH-000091	51371303	-6.908485	0.97
ACH-000781	51371303	-6.431364	0.9465
ACH-000373	51371303	-5.477121	0.931
ACH-000643	51371303	-5.0	0.894
ACH-000371	51371303	-5.0	0.576
ACH-000747	51371303	-6.908485	0.9934999999999999
ACH-000271	51371303	-7.385606	0.998
ACH-000327	51371303	-5.954243	0.881
ACH-000759	51371303	-8.339849	0.995
ACH-000004	51371303	-6.908485	1.236
ACH-000902	51371303	-7.385606	0.969
ACH-000357	51371303	-6.431364	0.915
ACH-000019	51371303	-6.908485	1.016
ACH-000463	51371303	-6.431364	0.98
ACH-000744	51371303	-7.862728	0.779
ACH-000986	51371303	-7.385606	0.974
ACH-000332	51371303	-7.862728	0.956
ACH-000332	51371303	-6.908485	1.033
ACH-000869	51371303	-6.908485	0.956
ACH-000565	51371303	-7.862728	1.005
ACH-000914	51371303	-5.477121	0.913
ACH-000278	51371303	-5.0	0.947
ACH-000668	51371303	-6.431364	0.94
ACH-000663	51371303	-5.954243	0.968
ACH-000657	51371303	-7.862728	1.0
ACH-000108	51371303	-7.385606	0.983
ACH-002004	51371303	-5.477121	1.022
ACH-000551	51371303	-7.862728	1.017
ACH-000786	51371303	-5.954243	0.687
ACH-000904	51371303	-6.908485	1.046
ACH-000621	51371303	-8.339849	1.054
ACH-000373	51371303	-6.908485	1.022
ACH-000853	51371303	-8.339849	0.882
ACH-000470	51371303	-6.431364	0.893
ACH-000596	51371303	-7.385606	0.9855
ACH-000454	51371303	-8.339849	0.9675
ACH-000530	51371303	-5.0	0.643
ACH-001274	51371303	-5.0	1.2015
ACH-000355	51371303	-5.954243	0.7324999999999999
ACH-000677	51371303	-6.908485	1.0045
ACH-000704	51371303	-5.477121	0.867
ACH-001064	51371303	-7.862728	1.048
ACH-000957	51371303	-6.908485	1.019
ACH-000583	51371303	-6.431364	0.969
ACH-000024	51371303	-8.339849	0.962
ACH-000659	51371303	-7.862728	1.034
ACH-002003	51371303	-5.477121	0.892
ACH-000733	51371303	-7.862728	1.058
ACH-000998	51371303	-7.385606	0.954
ACH-000066	51371303	-6.908485	1.069
ACH-000838	51371303	-8.339849	0.985
ACH-000496	51371303	-6.908485	1.008
ACH-000307	51371303	-5.477121	0.888
ACH-000350	51371303	-5.954243	1.022
ACH-000204	51371303	-8.81697	1.156
ACH-000048	51371303	-5.954243	0.966
ACH-000722	51371303	-5.477121	0.774
ACH-000291	51371303	-5.477121	0.636
ACH-000665	51371303	-5.0	0.92
ACH-001239	51371303	-6.908485	1.005
ACH-000650	51371303	-5.0	1.07
ACH-001819	51371303	-8.81697	1.038
ACH-000092	51371303	-7.385606	0.909
ACH-000874	51371303	-5.954243	0.769
ACH-002003	51371303	-8.81697	1.025
ACH-000775	51371303	-8.81697	1.037
ACH-000091	51371303	-6.431364	0.907
ACH-000320	51371303	-5.477121	0.864
ACH-000264	51371303	-6.431364	0.9570000000000001
ACH-000944	51371303	-7.862728	1.056
ACH-000392	51371303	-6.908485	1.0
ACH-000998	51371303	-8.339849	0.971
ACH-000222	51371303	-7.862728	1.205
ACH-000406	51371303	-8.339849	0.982
ACH-001345	51371303	-8.81697	0.994
ACH-000875	51371303	-6.908485	1.023
ACH-000651	51371303	-7.385606	1.008
ACH-000292	51371303	-8.81697	1.06
ACH-000222	51371303	-5.954243	1.071
ACH-000719	51371303	-5.0	0.769
ACH-000704	51371303	-7.385606	0.948
ACH-000943	51371303	-7.385606	0.985
ACH-000434	51371303	-8.339849	0.947
ACH-000097	51371303	-5.954243	0.787
ACH-000378	51371303	-8.339849	0.9955
ACH-000944	51371303	-7.385606	0.975
ACH-000535	51371303	-6.908485	0.98
ACH-000434	51371303	-5.954243	0.759
ACH-000654	51371303	-6.908485	0.964
ACH-000563	51371303	-8.81697	1.046
ACH-000352	51371303	-5.954243	0.848
ACH-000028	51371303	-7.862728	0.953
ACH-000123	51371303	-5.477121	0.86
ACH-000766	51371303	-7.385606	0.938
ACH-000654	51371303	-7.862728	0.975
ACH-000810	51371303	-8.81697	1.029
ACH-000652	51371303	-5.477121	0.893
ACH-000971	51371303	-8.339849	0.99
ACH-000212	51371303	-6.908485	1.026
ACH-001239	51371303	-7.862728	1.007
ACH-000926	51371303	-5.477121	0.82
ACH-000354	51371303	-5.954243	1.018
ACH-000091	51371303	-7.862728	1.002
ACH-002003	51371303	-7.862728	1.015
ACH-000147	51371303	-6.431364	0.862
ACH-000409	51371303	-6.908485	1.097
ACH-000552	51371303	-6.431364	0.996
ACH-000409	51371303	-6.431364	0.961
ACH-000749	51371303	-8.81697	0.923
ACH-000373	51371303	-8.339849	0.992
ACH-001151	51371303	-7.862728	1.038
ACH-000936	51371303	-5.954243	1.0
ACH-000365	51371303	-5.0	0.578
ACH-000271	51371303	-8.339849	1.003
ACH-000902	51371303	-6.908485	0.998
ACH-000617	51371303	-5.477121	0.722
ACH-000982	51371303	-8.339849	0.848
ACH-000627	51371303	-7.385606	0.998
ACH-000258	51371303	-7.385606	0.917
ACH-000845	51371303	-5.954243	0.952
ACH-000369	51371303	-7.862728	1.102
ACH-000845	51371303	-6.431364	0.942
ACH-000788	51371303	-7.862728	0.997
ACH-000550	51371303	-5.0	0.988
ACH-000430	51371303	-6.908485	1.037
ACH-000430	51371303	-6.431364	0.937
ACH-000840	51371303	-6.431364	1.008
ACH-000430	51371303	-7.385606	0.956
ACH-000463	51371303	-5.954243	0.977
ACH-000334	51371303	-5.477121	0.734
ACH-000320	51371303	-8.81697	1.027
ACH-000892	51371303	-8.81697	0.884
ACH-000502	51371303	-5.0	0.749
ACH-000117	51371303	-5.477121	0.547
ACH-000852	51371303	-6.908485	0.907
ACH-000123	51371303	-6.908485	1.112
ACH-000711	51371303	-5.954243	0.976
ACH-000596	51371303	-8.81697	1.0590000000000002
ACH-000530	51371303	-7.385606	0.967
ACH-000073	51371303	-5.477121	1.056
ACH-000440	51371303	-6.431364	0.855
ACH-000123	51371303	-5.954243	1.09
ACH-000423	51371303	-7.862728	1.035
ACH-000248	51371303	-5.954243	0.883
ACH-000447	51371303	-8.339849	1.0230000000000001
ACH-000320	51371303	-6.431364	0.958
ACH-000354	51371303	-5.477121	0.94
ACH-000800	51371303	-6.431364	0.933
ACH-000506	51371303	-5.954243	0.919
ACH-000648	51371303	-7.862728	1.024
ACH-000944	51371303	-5.477121	0.844
ACH-000853	51371303	-7.862728	1.0415
ACH-000447	51371303	-5.0	0.6325000000000001
ACH-000371	51371303	-6.431364	0.911
ACH-000845	51371303	-8.81697	0.964
ACH-000028	51371303	-6.908485	0.968
ACH-000291	51371303	-6.431364	0.97
ACH-000704	51371303	-6.908485	0.953
ACH-000969	51371303	-5.0	0.0960000000000001
ACH-001819	51371303	-5.0	0.776
ACH-000552	51371303	-8.81697	1.042
ACH-000024	51371303	-5.477121	0.777
ACH-000904	51371303	-7.385606	0.955
ACH-000414	51371303	-5.477121	0.6485000000000001
ACH-000552	51371303	-7.385606	0.98
ACH-000065	51371303	-8.81697	1.064
ACH-000073	51371303	-6.908485	1.044
ACH-000307	51371303	-7.862728	1.044
ACH-000706	51371303	-5.0	0.633
ACH-000805	51371303	-6.431364	0.998
ACH-000895	51371303	-8.339849	0.99
ACH-000124	51371303	-6.431364	0.973
ACH-000123	51371303	-7.862728	1.116
ACH-000440	51371303	-8.339849	0.927
ACH-000643	51371303	-6.431364	0.931
