#cell_line_id	d_cid	log10_conc	ic50
ACH-000945	17755052	-7.084576	0.9
ACH-000681	17755052	-6.908485	0.944
ACH-000638	17755052	-8.51594	1.029
ACH-001345	17755052	-8.339849	0.949
ACH-000957	17755052	-7.862728	0.979
ACH-000502	17755052	-8.81697	0.962
ACH-001064	17755052	-6.907455	0.701
ACH-000998	17755052	-8.815877	0.867
ACH-000706	17755052	-5.0	0.618
ACH-000856	17755052	-5.0	0.4663333333333333
ACH-000998	17755052	-6.907455	0.825
ACH-000853	17755052	-5.0	0.5035
ACH-000831	17755052	-7.861697	1.02
ACH-000667	17755052	-8.81697	0.955
ACH-000895	17755052	-6.430334	0.818
ACH-000045	17755052	-7.385606	0.8625
ACH-000310	17755052	-5.0	0.869
ACH-000865	17755052	-5.954243	0.475
ACH-000750	17755052	-7.385606	0.955
ACH-000810	17755052	-7.385606	0.913
ACH-000687	17755052	-8.81697	1.003
ACH-001374	17755052	-6.908485	0.932
ACH-001374	17755052	-7.385606	0.933
ACH-000378	17755052	-6.607455	0.552
ACH-000880	17755052	-5.0	0.64
ACH-000470	17755052	-6.907455	1.013
ACH-000535	17755052	-7.862728	0.978
ACH-000886	17755052	-6.430334	0.58
ACH-000583	17755052	-6.908485	0.756
ACH-000108	17755052	-8.33885	0.962
ACH-000714	17755052	-5.477121	0.672
ACH-000506	17755052	-6.430334	0.874
ACH-000325	17755052	-7.384576	1.04
ACH-000247	17755052	-7.861697	0.925
ACH-000048	17755052	-8.81697	0.99
ACH-000958	17755052	-6.908485	0.758
ACH-000826	17755052	-5.477121	0.5449999999999999
ACH-000521	17755052	-6.607455	0.667
ACH-001151	17755052	-6.431364	0.641
ACH-000511	17755052	-8.51594	1.029
ACH-000941	17755052	-7.861697	0.88
ACH-000861	17755052	-5.0	0.6599999999999999
ACH-000986	17755052	-5.954243	0.49650000000000005
ACH-000696	17755052	-8.815877	1.018
ACH-000355	17755052	-8.339849	0.959
ACH-000982	17755052	-8.81697	1.046
ACH-000677	17755052	-8.81697	0.988
ACH-001360	17755052	-6.430334	0.923
ACH-000264	17755052	-6.431364	0.831
ACH-000910	17755052	-5.0	0.748
ACH-000448	17755052	-6.907455	0.478
ACH-000430	17755052	-5.954243	0.8574999999999999
ACH-000878	17755052	-7.385606	0.921
ACH-001075	17755052	-7.861697	0.951
ACH-001399	17755052	-5.0	0.837
ACH-000325	17755052	-7.861697	0.993
ACH-000897	17755052	-7.384576	0.977
ACH-000838	17755052	-5.0	0.7725
ACH-000657	17755052	-8.815877	1.086
ACH-002003	17755052	-6.430334	0.871
ACH-000243	17755052	-6.908485	0.894
ACH-000369	17755052	-7.862728	1.082
ACH-000805	17755052	-7.862728	1.016
ACH-000936	17755052	-7.862728	0.995
ACH-000556	17755052	-8.33885	1.011
ACH-000343	17755052	-7.861697	0.99
ACH-000565	17755052	-7.385606	1.014
ACH-000258	17755052	-5.477121	0.727
ACH-000344	17755052	-7.861697	0.942
ACH-000945	17755052	-5.176091	0.945
ACH-000834	17755052	-6.907455	0.606
ACH-000787	17755052	-8.815877	0.994
ACH-000430	17755052	-6.907455	0.935
ACH-000966	17755052	-7.862728	1.0
ACH-000736	17755052	-8.33885	1.084
ACH-000906	17755052	-7.385606	0.943
ACH-000528	17755052	-8.81697	0.968
ACH-000311	17755052	-7.862728	0.98
ACH-000706	17755052	-7.561698	0.976
ACH-000369	17755052	-8.33885	1.021
ACH-002020	17755052	-5.0	0.502
ACH-000378	17755052	-5.477121	0.7565
ACH-000666	17755052	-5.954243	0.7235
ACH-000334	17755052	-5.954243	0.9875
ACH-000986	17755052	-5.0	0.522
ACH-000465	17755052	-5.477121	0.913
ACH-000471	17755052	-5.954243	0.658
ACH-000624	17755052	-5.477121	0.9329999999999999
ACH-000786	17755052	-7.385606	0.839
ACH-000885	17755052	-5.0	0.9165
ACH-000247	17755052	-5.0	0.6885
ACH-000014	17755052	-8.339849	0.934
ACH-000014	17755052	-7.385606	0.858
ACH-000886	17755052	-5.176091	0.877
ACH-000352	17755052	-5.0	0.909
ACH-000178	17755052	-5.954243	0.10349999999999995
ACH-000392	17755052	-6.907455	0.6
ACH-000550	17755052	-7.862728	0.964
ACH-000307	17755052	-7.385606	0.977
ACH-001151	17755052	-5.0	0.7685
ACH-000401	17755052	-8.81697	0.994
ACH-000062	17755052	-6.607455	0.56
ACH-000881	17755052	-6.431364	0.673
ACH-000062	17755052	-4.69897	0.481
ACH-000563	17755052	-7.385606	0.916
ACH-000378	17755052	-8.81697	0.99
ACH-001061	17755052	-7.384576	1.114
ACH-000343	17755052	-7.084576	0.888
ACH-000562	17755052	-8.81697	0.955
ACH-001360	17755052	-8.33885	1.067
ACH-000484	17755052	-6.907455	0.61
ACH-000392	17755052	-8.81697	1.019
ACH-000476	17755052	-5.954243	0.181
ACH-000311	17755052	-5.477121	0.6035
ACH-000857	17755052	-6.908485	0.682
ACH-000950	17755052	-7.385606	0.941
ACH-000550	17755052	-5.0	0.74
ACH-000327	17755052	-8.51594	0.864
ACH-000056	17755052	-7.862728	0.973
ACH-000556	17755052	-6.430334	0.845
ACH-000893	17755052	-8.038818	0.941
ACH-000916	17755052	-6.607455	0.538
ACH-000927	17755052	-8.339849	0.88
ACH-000882	17755052	-7.862728	0.982
ACH-000565	17755052	-7.384576	0.94
ACH-000869	17755052	-7.862728	0.971
ACH-000982	17755052	-6.908485	0.715
ACH-000062	17755052	-5.653213	0.51
ACH-000667	17755052	-7.561698	1.007
ACH-000638	17755052	-8.81697	1.051
ACH-000004	17755052	-8.81697	0.964
ACH-000578	17755052	-5.954243	0.7589999999999999
ACH-000655	17755052	-6.430334	0.903
ACH-000527	17755052	-7.384576	0.972
ACH-000482	17755052	-5.954243	0.3
ACH-000409	17755052	-5.477121	0.701
ACH-000911	17755052	-5.477121	0.824
ACH-000616	17755052	-5.0	0.614
ACH-000365	17755052	-5.477121	0.623
ACH-000193	17755052	-5.0	0.746
ACH-000998	17755052	-7.385606	0.947
ACH-000711	17755052	-6.908485	0.929
ACH-000048	17755052	-7.385606	0.9
ACH-000880	17755052	-6.908485	0.903
ACH-000624	17755052	-7.862728	0.99
ACH-000273	17755052	-7.384576	1.046
ACH-000090	17755052	-7.385606	0.867
ACH-000365	17755052	-5.0	0.2565
ACH-000984	17755052	-7.384576	0.885
ACH-000291	17755052	-7.862728	1.012
ACH-000248	17755052	-6.907455	0.356
ACH-000265	17755052	-8.81697	0.989
ACH-000583	17755052	-6.431364	0.388
ACH-000583	17755052	-8.339849	0.925
ACH-000348	17755052	-6.431364	0.6
ACH-000775	17755052	-5.477121	0.8815
ACH-000307	17755052	-6.430334	0.557
ACH-000470	17755052	-5.477121	1.04
ACH-000894	17755052	-8.81697	1.045
ACH-000722	17755052	-6.907455	0.91
ACH-000278	17755052	-6.430334	0.645
ACH-000023	17755052	-8.81697	0.97
ACH-001680	17755052	-5.0	0.919
ACH-000826	17755052	-7.861697	0.999
ACH-000637	17755052	-8.815877	0.995
ACH-000573	17755052	-6.907455	0.831
ACH-000997	17755052	-6.908485	0.969
ACH-000371	17755052	-8.339849	0.98
ACH-000457	17755052	-5.0	0.35
ACH-000787	17755052	-6.908485	0.826
ACH-000530	17755052	-5.653213	0.565
ACH-000838	17755052	-8.815877	1.089
ACH-000838	17755052	-6.430334	0.783
ACH-000916	17755052	-7.385606	0.756
ACH-000304	17755052	-5.477121	0.9159999999999999
ACH-000024	17755052	-8.815877	1.096
ACH-000900	17755052	-8.038818	0.93
ACH-000895	17755052	-8.339849	0.922
ACH-000679	17755052	-8.815877	0.944
ACH-000465	17755052	-5.954243	0.703
ACH-000704	17755052	-8.815877	0.876
ACH-000304	17755052	-7.385606	1.0
ACH-000521	17755052	-8.81697	0.951
ACH-000107	17755052	-7.861697	0.997
ACH-000019	17755052	-6.908485	0.632
ACH-000378	17755052	-5.954243	0.46699999999999997
ACH-000355	17755052	-6.130334	0.676
ACH-000183	17755052	-5.954243	0.466
ACH-000424	17755052	-5.954243	0.485
ACH-000587	17755052	-5.954243	0.399
ACH-000450	17755052	-8.815877	0.927
ACH-000528	17755052	-8.339849	0.943
ACH-000138	17755052	-6.430334	0.591
ACH-000825	17755052	-7.861697	0.988
ACH-000853	17755052	-8.038818	0.912
ACH-000733	17755052	-6.907455	0.718
ACH-000733	17755052	-8.815877	0.92
ACH-000380	17755052	-8.815877	1.051
ACH-000733	17755052	-8.33885	0.857
ACH-000733	17755052	-7.861697	1.053
ACH-000976	17755052	-7.861697	0.922
ACH-000880	17755052	-7.385606	0.939
ACH-000958	17755052	-5.477121	0.48550000000000004
ACH-000448	17755052	-5.954243	-0.08250000000000005
ACH-000578	17755052	-6.430334	0.845
ACH-000869	17755052	-8.339849	0.899
ACH-001374	17755052	-7.862728	1.016
ACH-000427	17755052	-7.861697	0.803
ACH-000392	17755052	-8.51594	0.967
ACH-000876	17755052	-7.385606	0.9
ACH-000535	17755052	-6.430334	0.576
ACH-000350	17755052	-5.954243	0.6905
ACH-000603	17755052	-5.477121	0.9724999999999999
ACH-000617	17755052	-5.477121	0.927
ACH-000638	17755052	-8.038818	1.033
ACH-000583	17755052	-7.385606	0.855
ACH-000019	17755052	-5.0	0.213
ACH-000017	17755052	-5.954243	0.014999999999999951
ACH-000823	17755052	-7.861697	0.899
ACH-000681	17755052	-6.907455	0.752
ACH-000714	17755052	-6.430334	0.403
ACH-000048	17755052	-8.339849	0.923
ACH-000840	17755052	-8.038818	0.946
ACH-000121	17755052	-5.954243	0.7805
ACH-000840	17755052	-8.51594	1.078
ACH-000823	17755052	-6.907455	0.794
ACH-000747	17755052	-8.33885	0.794
ACH-000620	17755052	-8.33885	1.059
ACH-000463	17755052	-8.81697	1.002
ACH-000648	17755052	-6.431364	0.736
ACH-000373	17755052	-8.33885	0.989
ACH-000693	17755052	-7.861697	0.994
ACH-000502	17755052	-5.477121	0.835
ACH-000684	17755052	-7.384576	1.129
ACH-001650	17755052	-7.384576	0.993
ACH-000430	17755052	-5.0	0.907
ACH-000693	17755052	-6.907455	0.82
ACH-000204	17755052	-7.385606	0.928
ACH-000327	17755052	-7.561698	1.085
ACH-000138	17755052	-5.477121	0.8145
ACH-000138	17755052	-5.954243	0.5985
ACH-000068	17755052	-8.33885	1.011
ACH-000573	17755052	-5.0	0.7444999999999999
ACH-000596	17755052	-5.176091	0.495
ACH-000035	17755052	-6.607455	0.634
ACH-000846	17755052	-8.33885	1.056
ACH-000343	17755052	-5.0	0.825
ACH-000048	17755052	-8.33885	0.964
ACH-000556	17755052	-5.477121	0.951
ACH-000596	17755052	-6.130334	0.415
ACH-000066	17755052	-8.81697	0.99
ACH-000904	17755052	-7.385606	0.959
ACH-000777	17755052	-7.861697	1.046
ACH-000589	17755052	-6.130334	0.511
ACH-000657	17755052	-7.861697	1.07
ACH-001306	17755052	-7.861697	1.05
ACH-000073	17755052	-6.431364	0.651
ACH-000401	17755052	-8.33885	0.989
ACH-000759	17755052	-5.477121	0.8285
ACH-000578	17755052	-5.477121	0.8475
ACH-000506	17755052	-5.477121	0.9525
ACH-000980	17755052	-5.477121	0.989
ACH-000341	17755052	-6.907455	0.616
ACH-000468	17755052	-5.954243	0.225
ACH-000766	17755052	-4.69897	0.352
ACH-000147	17755052	-8.33885	1.013
ACH-000118	17755052	-6.908485	0.877
ACH-000448	17755052	-5.0	-0.07550000000000001
ACH-000409	17755052	-6.430334	0.53
ACH-000589	17755052	-7.862728	0.977
ACH-000288	17755052	-5.954243	0.613
ACH-000528	17755052	-7.385606	0.901
ACH-000406	17755052	-6.908485	1.006
ACH-000637	17755052	-7.384576	0.955
ACH-000019	17755052	-8.815877	0.979
ACH-000541	17755052	-5.0	-0.225
ACH-001064	17755052	-8.81697	1.027
ACH-000858	17755052	-5.477121	0.739
ACH-000875	17755052	-5.477121	0.7525
ACH-000355	17755052	-8.33885	1.127
ACH-000680	17755052	-5.954243	0.46499999999999997
ACH-000637	17755052	-5.0	0.857
ACH-000926	17755052	-5.954243	0.2525
ACH-000627	17755052	-7.384576	0.906
ACH-000926	17755052	-7.384576	0.829
ACH-001061	17755052	-6.430334	0.866
ACH-000637	17755052	-8.33885	0.977
ACH-000269	17755052	-8.33885	1.026
ACH-000062	17755052	-8.038818	0.924
ACH-000776	17755052	-5.477121	0.8414999999999999
ACH-000447	17755052	-5.653213	0.22
ACH-000603	17755052	-4.69897	0.394
ACH-000781	17755052	-5.653213	0.41
ACH-000108	17755052	-6.908485	0.951
ACH-000652	17755052	-6.908485	0.929
ACH-000205	17755052	-8.33885	0.982
ACH-000348	17755052	-7.862728	0.909
ACH-000857	17755052	-7.385606	0.749
ACH-000878	17755052	-7.862728	0.974
ACH-000785	17755052	-8.51594	1.064
ACH-000935	17755052	-6.431364	0.82
ACH-000117	17755052	-5.477121	0.6
ACH-000969	17755052	-7.385606	0.923
ACH-000479	17755052	-7.384576	1.041
ACH-000927	17755052	-5.954243	0.15133333333333335
ACH-000009	17755052	-8.815877	0.869
ACH-000882	17755052	-7.385606	0.939
ACH-000578	17755052	-6.607455	0.926
ACH-001307	17755052	-5.0	0.914
ACH-000164	17755052	-6.907455	0.809
ACH-000296	17755052	-6.908485	0.977
ACH-000564	17755052	-7.384576	0.791
ACH-000555	17755052	-6.430334	0.709
ACH-000440	17755052	-6.908485	0.847
ACH-000470	17755052	-5.0	1.0145
ACH-000858	17755052	-8.038818	1.04
ACH-000270	17755052	-7.861697	0.988
ACH-000998	17755052	-5.0	0.7065
ACH-000330	17755052	-5.0	0.11533333333333333
ACH-000657	17755052	-7.862728	1.037
ACH-001819	17755052	-5.477121	0.869
ACH-000028	17755052	-5.477121	0.5945
ACH-000747	17755052	-5.954243	0.003999999999999997
ACH-000657	17755052	-8.81697	1.023
ACH-000711	17755052	-8.81697	0.977
ACH-000627	17755052	-6.908485	0.873
ACH-000651	17755052	-5.0	0.7815
ACH-001075	17755052	-7.561698	1.006
ACH-000248	17755052	-8.33885	1.083
ACH-000406	17755052	-5.477121	0.9884999999999999
ACH-000617	17755052	-8.815877	1.023
ACH-000800	17755052	-6.130334	-0.0679999999999999
ACH-000892	17755052	-6.607455	0.0469999999999999
ACH-000097	17755052	-6.908485	0.522
ACH-000356	17755052	-7.862728	1.0
ACH-001061	17755052	-5.0	0.8405
ACH-000821	17755052	-5.0	0.689
ACH-000663	17755052	-5.0	0.313
ACH-000596	17755052	-6.431364	0.585
ACH-000062	17755052	-5.0	0.599
ACH-001075	17755052	-5.653213	0.622
ACH-000398	17755052	-6.430334	-0.117
ACH-000505	17755052	-6.908485	0.78
ACH-000121	17755052	-5.176091	0.768
ACH-000121	17755052	-6.130334	0.498
ACH-000265	17755052	-8.815877	1.01
ACH-000573	17755052	-7.384576	1.018
ACH-000595	17755052	-8.33885	0.943
ACH-000365	17755052	-7.385606	0.757
ACH-000221	17755052	-7.861697	0.974
ACH-000900	17755052	-6.130334	0.485
ACH-000994	17755052	-8.33885	0.884
ACH-000768	17755052	-7.862728	0.968
ACH-000838	17755052	-5.477121	0.7665
ACH-000510	17755052	-6.908485	0.949
ACH-000107	17755052	-7.862728	1.028
ACH-000121	17755052	-7.561698	0.921
ACH-000304	17755052	-6.430334	0.579
ACH-000511	17755052	-5.477121	0.861
ACH-000679	17755052	-6.907455	0.775
ACH-000120	17755052	-5.954243	0.24
ACH-000809	17755052	-5.954243	0.832
ACH-000068	17755052	-7.385606	0.866
ACH-000369	17755052	-6.431364	0.325
ACH-000521	17755052	-6.431364	0.643
ACH-000643	17755052	-7.385606	0.764
ACH-000248	17755052	-7.385606	0.892
ACH-000212	17755052	-8.815877	0.951
ACH-000914	17755052	-8.815877	1.03
ACH-000914	17755052	-6.430334	0.3
ACH-000587	17755052	-5.0	0.209
ACH-000364	17755052	-7.861697	0.933
ACH-001064	17755052	-8.33885	1.001
ACH-000420	17755052	-6.907455	0.861
ACH-000269	17755052	-8.815877	1.007
ACH-000666	17755052	-6.907455	0.814
ACH-000696	17755052	-8.81697	0.998
ACH-000704	17755052	-6.908485	0.716
ACH-000860	17755052	-5.653213	0.694
ACH-000888	17755052	-5.477121	0.798
ACH-000704	17755052	-5.477121	0.6765
ACH-000861	17755052	-5.176091	1.052
ACH-000092	17755052	-5.954243	0.6575
ACH-000787	17755052	-8.339849	0.89
ACH-000378	17755052	-6.431364	0.541
ACH-000320	17755052	-7.384576	0.95
ACH-000278	17755052	-5.954243	0.6555
ACH-001374	17755052	-5.0	0.6685
ACH-000886	17755052	-8.815877	0.951
ACH-000378	17755052	-7.084576	0.741
ACH-000856	17755052	-7.862728	0.959
ACH-000781	17755052	-8.51594	1.039
ACH-000681	17755052	-8.33885	1.009
ACH-000178	17755052	-8.339849	0.848
ACH-000343	17755052	-5.477121	0.7935000000000001
ACH-000381	17755052	-7.385606	1.028
ACH-000343	17755052	-7.862728	0.952
ACH-000987	17755052	-7.862728	0.937
ACH-000738	17755052	-6.907455	0.751
ACH-000320	17755052	-6.431364	0.767
ACH-000659	17755052	-6.907455	0.848
ACH-000463	17755052	-5.954243	0.6065
ACH-000022	17755052	-6.908485	0.906
ACH-000860	17755052	-7.861697	0.912
ACH-000954	17755052	-5.0	0.549
ACH-000954	17755052	-7.861697	0.944
ACH-000577	17755052	-8.33885	0.966
ACH-000990	17755052	-6.907455	1.056
ACH-000091	17755052	-8.81697	1.038
ACH-001064	17755052	-5.954243	0.5755
ACH-001075	17755052	-8.33885	0.941
ACH-000481	17755052	-8.815877	0.959
ACH-000954	17755052	-6.430334	0.692
ACH-000481	17755052	-7.384576	1.018
ACH-000502	17755052	-6.430334	0.628
ACH-000332	17755052	-5.954243	0.528
ACH-000384	17755052	-5.954243	0.458
ACH-002003	17755052	-6.907455	0.952
ACH-000186	17755052	-8.038818	1.0
ACH-000343	17755052	-6.430334	0.547
ACH-000015	17755052	-8.33885	1.041
ACH-000878	17755052	-6.130334	0.79
ACH-000348	17755052	-7.384576	0.976
ACH-000881	17755052	-6.907455	0.875
ACH-000704	17755052	-7.385606	0.826
ACH-000258	17755052	-5.0	0.531
ACH-000296	17755052	-7.385606	0.91
ACH-000980	17755052	-5.0	1.004
ACH-000775	17755052	-7.862728	1.014
ACH-000945	17755052	-7.384576	0.912
ACH-000336	17755052	-7.384576	0.945
ACH-000507	17755052	-5.477121	1.056
ACH-000736	17755052	-5.954243	0.167
ACH-000392	17755052	-5.0	0.353
ACH-000440	17755052	-7.861697	1.012
ACH-000775	17755052	-6.907455	0.886
ACH-000505	17755052	-5.954243	0.5985
ACH-000929	17755052	-6.908485	0.954
ACH-000900	17755052	-8.33885	0.956
ACH-000927	17755052	-6.431364	0.2825
ACH-000980	17755052	-7.385606	0.941
ACH-000510	17755052	-7.084576	0.949
ACH-000311	17755052	-6.431364	0.799
ACH-000578	17755052	-6.907455	0.919
ACH-000977	17755052	-8.339849	0.996
ACH-000092	17755052	-5.0	0.479
ACH-000958	17755052	-7.862728	0.9675
ACH-000977	17755052	-7.862728	1.097
ACH-000990	17755052	-8.33885	0.982
ACH-000491	17755052	-5.0	0.409
ACH-000977	17755052	-6.908485	0.765
ACH-000304	17755052	-6.431364	0.738
ACH-000824	17755052	-5.954243	0.575
ACH-000615	17755052	-7.385606	0.851
ACH-000014	17755052	-5.954243	0.6040000000000001
ACH-000395	17755052	-7.384576	0.928
ACH-000395	17755052	-5.954243	0.701
ACH-000633	17755052	-5.0	0.593
ACH-000996	17755052	-8.815877	0.958
ACH-000204	17755052	-5.477121	0.734
ACH-000150	17755052	-6.908485	0.755
ACH-000898	17755052	-5.0	0.895
ACH-000826	17755052	-7.862728	1.047
ACH-000971	17755052	-5.0	0.857
ACH-001151	17755052	-8.339849	0.903
ACH-000776	17755052	-6.908485	0.941
ACH-002004	17755052	-8.33885	1.028
ACH-000563	17755052	-8.339849	0.942
ACH-000881	17755052	-8.81697	1.004
ACH-000463	17755052	-5.0	0.6910000000000001
ACH-000463	17755052	-7.862728	0.998
ACH-000950	17755052	-7.861697	0.954
ACH-000476	17755052	-7.384576	0.867
ACH-000138	17755052	-8.81697	1.041
ACH-000552	17755052	-7.862728	1.022
ACH-000811	17755052	-5.954243	0.3905
ACH-000502	17755052	-7.862728	0.944
ACH-000857	17755052	-8.339849	0.841
ACH-000213	17755052	-8.33885	1.136
ACH-001525	17755052	-6.430334	0.461
ACH-000654	17755052	-8.339849	0.989
ACH-000916	17755052	-7.561698	0.883
ACH-000550	17755052	-8.33885	1.122
ACH-000012	17755052	-5.954243	0.499
ACH-000012	17755052	-7.861697	0.978
ACH-000536	17755052	-5.0	0.763
ACH-000987	17755052	-6.431364	0.668
ACH-000483	17755052	-5.954243	0.285
ACH-000315	17755052	-8.815877	1.074
ACH-000793	17755052	-6.907455	0.815
ACH-001086	17755052	-5.477121	0.928
ACH-000775	17755052	-8.81697	1.005
ACH-000304	17755052	-8.81697	1.033
ACH-000243	17755052	-8.81697	0.993
ACH-000178	17755052	-8.81697	1.025
ACH-000957	17755052	-7.385606	0.953
ACH-000565	17755052	-5.477121	0.962
ACH-000364	17755052	-6.907455	0.674
ACH-000348	17755052	-7.385606	0.936
ACH-000578	17755052	-8.339849	0.875
ACH-000572	17755052	-7.384576	0.968
ACH-001274	17755052	-7.862728	0.96
ACH-000334	17755052	-6.908485	1.027
ACH-001274	17755052	-5.477121	0.8556666666666667
ACH-000657	17755052	-8.339849	1.0
ACH-000023	17755052	-6.431364	0.662
ACH-000956	17755052	-7.862728	1.006
ACH-000979	17755052	-8.339849	0.983
ACH-000392	17755052	-8.815877	0.948
ACH-000972	17755052	-7.861697	0.998
ACH-000956	17755052	-5.0	0.361
ACH-000674	17755052	-7.384576	0.854
ACH-000936	17755052	-5.954243	0.8
ACH-000014	17755052	-8.33885	1.084
ACH-000535	17755052	-6.431364	0.6
ACH-000969	17755052	-5.0	0.9969999999999999
ACH-000663	17755052	-7.384576	0.796
ACH-000265	17755052	-6.431364	0.815
ACH-000013	17755052	-5.0	0.592
ACH-000511	17755052	-4.69897	0.948
ACH-000663	17755052	-6.430334	0.355
ACH-000652	17755052	-8.33885	1.04
ACH-000383	17755052	-5.0	0.802
ACH-000894	17755052	-7.385606	0.841
ACH-000722	17755052	-5.477121	0.976
ACH-000595	17755052	-5.477121	0.925
ACH-000454	17755052	-5.477121	0.6950000000000001
ACH-000507	17755052	-7.384576	1.008
ACH-000121	17755052	-8.038818	0.841
ACH-000916	17755052	-7.862728	0.885
ACH-000343	17755052	-8.038818	1.018
ACH-000536	17755052	-5.954243	0.55
ACH-000035	17755052	-5.477121	0.796
ACH-000311	17755052	-8.339849	0.968
ACH-000885	17755052	-7.384576	0.974
ACH-000878	17755052	-8.51594	1.022
ACH-000653	17755052	-7.384576	0.937
ACH-000946	17755052	-5.0	0.925
ACH-000873	17755052	-7.384576	0.857
ACH-000357	17755052	-6.431364	0.513
ACH-000357	17755052	-7.862728	1.02
ACH-000587	17755052	-8.339849	0.944
ACH-000902	17755052	-8.815877	1.003
ACH-000066	17755052	-4.69897	0.469
ACH-000107	17755052	-6.430334	0.627
ACH-000048	17755052	-6.908485	0.967
ACH-000183	17755052	-6.430334	0.354
ACH-000551	17755052	-6.431364	0.943
ACH-000680	17755052	-7.861697	0.967
ACH-000195	17755052	-6.430334	0.572
ACH-000195	17755052	-7.861697	0.978
ACH-000783	17755052	-6.430334	0.721
ACH-000998	17755052	-5.477121	0.905
ACH-002040	17755052	-7.385606	0.872
ACH-000893	17755052	-7.862728	1.12
ACH-000616	17755052	-8.33885	1.027
ACH-000667	17755052	-8.339849	0.949
ACH-000856	17755052	-5.477121	0.6653333333333333
ACH-000092	17755052	-8.81697	1.015
ACH-000447	17755052	-7.385606	0.837
ACH-000411	17755052	-8.815877	0.751
ACH-000687	17755052	-5.954243	0.642
ACH-000687	17755052	-5.477121	0.7265
ACH-000427	17755052	-5.477121	0.637
ACH-000259	17755052	-8.815877	0.984
ACH-000624	17755052	-5.954243	0.8185
ACH-000615	17755052	-8.339849	0.935
ACH-000926	17755052	-5.0	0.35850000000000004
ACH-000017	17755052	-5.477121	0.6215
ACH-000717	17755052	-7.384576	0.843
ACH-000019	17755052	-6.907455	0.526
ACH-000583	17755052	-7.862728	1.031
ACH-000381	17755052	-6.908485	1.058
ACH-000582	17755052	-7.862728	0.961
ACH-000150	17755052	-8.339849	0.892
ACH-000052	17755052	-5.954243	0.676
ACH-000355	17755052	-7.084576	0.919
ACH-000941	17755052	-6.907455	0.763
ACH-000731	17755052	-5.0	0.423
ACH-000094	17755052	-8.33885	0.965
ACH-000365	17755052	-6.431364	0.293
ACH-000288	17755052	-6.430334	0.686
ACH-000343	17755052	-6.607455	0.64
ACH-000563	17755052	-5.0	0.568
ACH-000406	17755052	-5.954243	0.9510000000000001
ACH-001075	17755052	-5.0	0.5305
ACH-000213	17755052	-6.430334	0.405
ACH-000332	17755052	-8.815877	0.951
ACH-000213	17755052	-5.954243	0.366
ACH-000599	17755052	-6.430334	0.581
ACH-000599	17755052	-5.954243	0.719
ACH-000406	17755052	-7.861697	1.046
ACH-000015	17755052	-7.384576	0.992
ACH-000974	17755052	-6.430334	0.618
ACH-000118	17755052	-8.33885	0.892
ACH-000243	17755052	-5.0	0.2195
ACH-000852	17755052	-8.51594	1.059
ACH-000974	17755052	-5.0	0.841
ACH-000656	17755052	-5.477121	0.928
ACH-000258	17755052	-8.339849	0.913
ACH-002004	17755052	-6.431364	0.558
ACH-000894	17755052	-7.384576	0.962
ACH-000556	17755052	-8.815877	0.968
ACH-000783	17755052	-5.0	0.7204999999999999
ACH-000929	17755052	-5.477121	0.9830000000000001
ACH-001061	17755052	-6.431364	0.78
ACH-000840	17755052	-7.561698	1.011
ACH-000848	17755052	-5.954243	0.909
ACH-000736	17755052	-7.861697	0.853
ACH-000401	17755052	-8.815877	0.954
ACH-000414	17755052	-5.176091	0.63
ACH-000367	17755052	-7.385606	0.976
ACH-000638	17755052	-4.69897	0.652
ACH-000654	17755052	-6.908485	1.107
ACH-000367	17755052	-6.607455	0.912
ACH-000900	17755052	-6.907455	0.807
ACH-000888	17755052	-6.908485	0.909
ACH-000401	17755052	-5.477121	0.8535
ACH-000852	17755052	-8.038818	0.932
ACH-000371	17755052	-7.385606	0.825
ACH-000665	17755052	-7.861697	1.0
ACH-000665	17755052	-8.33885	0.995
ACH-000938	17755052	-6.907455	0.712
ACH-000066	17755052	-5.477121	0.575
ACH-000465	17755052	-6.907455	0.833
ACH-000528	17755052	-4.69897	0.543
ACH-000288	17755052	-8.81697	1.017
ACH-000108	17755052	-5.477121	0.837
ACH-000056	17755052	-7.861697	0.98
ACH-000878	17755052	-8.33885	0.951
ACH-000014	17755052	-6.431364	0.615
ACH-000534	17755052	-5.954243	-0.022
ACH-000861	17755052	-7.861697	1.075
ACH-000861	17755052	-6.907455	1.058
ACH-000826	17755052	-8.339849	0.982
ACH-000926	17755052	-7.861697	0.982
ACH-000144	17755052	-6.430334	0.452
ACH-000012	17755052	-6.607455	0.595
ACH-000468	17755052	-7.861697	0.916
ACH-000900	17755052	-8.51594	0.954
ACH-000371	17755052	-6.908485	0.823
ACH-000881	17755052	-5.0	0.536
ACH-000650	17755052	-8.81697	0.99
ACH-000856	17755052	-6.907455	0.682
ACH-000433	17755052	-6.430334	0.312
ACH-000856	17755052	-7.861697	0.999
ACH-000015	17755052	-5.954243	0.871
ACH-000650	17755052	-8.339849	0.936
ACH-000178	17755052	-7.862728	0.969
ACH-000857	17755052	-6.431364	0.228
ACH-000916	17755052	-6.431364	0.364
ACH-000522	17755052	-7.861697	0.987
ACH-000522	17755052	-8.33885	1.048
ACH-000756	17755052	-7.384576	0.995
ACH-002461	17755052	-6.430334	0.717
ACH-002461	17755052	-6.907455	0.868
ACH-000733	17755052	-7.385606	0.883
